CB.CB_CD34_1	CB.CB_CD34_2	CB.CB_CD34_3	CB.CB_BFUE_1	CB.CB_BFUE_2	CB.CB_BFUE_3	CB.CB_CFUE_1	CB.CB_CFUE_2	CB.CB_CFUE_3	X20111212.CBPRO1	X20120309.CBPRO2	X20120327.CBPRO3	X20111212.CBEBASO1	X20120309.CBEBASO2	X20120327.CBEBASO3	X20111212.CBLB1	X20120309.CBLB2	X20120327.CBLB3	X20111212.CBPOLY1	X20120309.CBPOLY2	X20120327.CBPOLY3	X20111212.CBORTHO1	X20120309.CBORTHO2	X20120327.CBORTHO3	PB.PB_CD34_1	PB.PB_CD34_2	PB.PB_CD34_3	PB.PB_BFU_1	PB.PB_BFU_2	PB.PB_BFU_3	PB.PB_CFU_1	PB.PB_CFU_2	PB.PB_CFU_3	PB.Pro_PB_1	PB.Pro_PB_2	PB.Pro_PB_3	PB.Early_baso_PB_1	PB.Early_baso_PB_2	PB.Early_baso_PB_3	R.Late_baso_PB_1	R.Late_baso_PB_2	R.Late_baso_PB_3	R.Poly_PB_1	R.Poly_PB_2	R.Poly_PB_3	R.Orth_PB_1	R.Orth_PB_2	R.Orth_PB_3	Geneid
25.9	36.7	31.9	68.2	73	76.3	75.3	77.5	80.4	86.6	86.7	93.6	92.9	91.4	99.6	88.2	96.6	94.9	71.5	73.7	72.1	31.1	20.8	16.9	25.1	27.5	34.4	60.3	56.1	58.9	73.7	71.6	92.4	82.7	84	82.6	90.7	92.1	87.7	93.8	94.5	91.8	30.6	46.6	51.6	23.1	17.5	16.4	RER1
5.5	11.6	10.8	8.1	10.6	9	11.8	15.6	7.1	14.5	11.4	15.9	10.6	11.6	13.5	6.8	7.2	8.9	4.2	3.1	3.6	5.6	1.3	1.7	9.9	5.2	12.5	4.7	6.2	5.8	14.6	12.6	18.1	11.8	9.9	13.2	9	10	10.1	5.4	6.1	9.4	1.8	2.6	2.3	3.6	2.3	2.1	PEX10
0.6	1	0.6	0	0	0	0.1	0	0	0	0	0.1	0	0.1	0	0	0.1	0.1	0	0.1	0	0	0	0	0.5	0.2	1.3	0.2	0	0.1	0	0.1	0.1	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	PLCH2
5.5	12.1	5.5	17.7	20	18.1	21.9	23.8	17	41.1	24.3	43.4	43.7	31.7	51.7	41.2	33.8	52.7	21	18.7	21.6	3.7	3.8	2.9	3.8	3.1	4.4	15.6	26.6	12.3	26.6	27.9	23	28.7	27.1	30.5	32.5	31	32.7	30.1	34	33.1	4	13.1	13.6	4.2	4.7	1.6	PANK4
0.1	0.1	0.3	0.1	0.1	0.2	1.2	1.2	0.8	4.6	2.9	2.4	3.1	2.1	3.4	1.3	1.5	0.9	0	0	0	0	0	0	0	0	0.2	0.3	0.8	1.1	2.8	3	2.2	3.3	3.9	3.8	2.7	2.7	2.5	1.5	2	3.2	0	0.1	0.2	0	0.1	0	HES5
1.3	2.1	1.4	0.7	1.2	1.1	1.4	1.7	0.5	0.5	0.7	0.8	0.6	1.1	1.3	0.6	1.5	1.6	0.2	0.1	0.1	0	0	0	0.3	0.5	1.1	1.2	1.8	8.9	1	1.2	1.7	0.8	1	2	1	1.2	2.3	1	1.4	3.7	0	0.1	0.3	0.1	0.1	0.1	LOC115110
0.3	0.7	0.7	0.3	0.5	0.3	0.5	0.7	0.1	0.3	0.3	0.7	0.6	0.8	1.5	0.6	0.8	1.7	0.1	0.1	0	0	0.1	0	0.4	0.2	0.6	0.5	1	0.8	0.7	0.5	0.4	0.5	0.7	0.6	0.6	0.7	1	0.4	1	1.1	0	0.2	0.2	0.1	0.1	0.2	LOC100133445
23.9	51.1	44.1	9.9	11.5	10.9	9.4	8.7	3	16.5	11	20.6	24.1	19.8	37.7	29.1	26.1	38.4	6.8	3.4	3.4	1.5	0.2	0.5	74	88.6	62.6	35.2	29	31.5	12.6	12	11.7	14.9	19.8	19.1	18.1	22.4	25.1	19.2	29.3	36.6	0.5	6.1	5.2	0.7	1.1	0.7	TNFRSF14
10.8	19.9	14.9	27.4	21.9	26.6	47.9	41.6	36.2	118.5	91.2	121.5	134.9	113.6	158.9	92	88.2	150.7	2.5	3.5	3.8	0.7	0.8	0.9	10	10.1	13.3	27.1	37.5	29.6	50.4	60	57.2	97.8	101.5	97.8	93.6	87.2	100.5	67.6	73.1	95.1	0.4	2.7	6.1	0.5	0.7	0.5	FAM213B
0.2	0.2	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0.3	0	0.2	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MMEL1
0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TTC34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ACTRT2
2.7	3.5	4.1	0.1	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	4.1	5.1	4.7	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FLJ42875
15	22.9	17.6	2.4	2.5	0.9	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0.4	0.4	0.1	0	0	15.5	11.7	12.1	1.2	0.7	1.5	0.1	0	0.1	0.1	0.1	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	PRDM16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4251
0.2	0.7	0.5	0.7	0.7	0.5	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.5	0.5	0.6	0.6	1	0	0.1	0.2	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	ARHGEF16
30.8	88.8	64.6	8.5	17.4	5.6	0.4	0.4	0.3	0.3	0.2	0.5	0.3	0.5	0.6	0.3	0.9	0.6	0.1	0.5	0.3	0.2	0.1	0.2	89.7	63.3	56.8	8.5	6.8	15.9	0.5	1	0.6	0.4	0.8	0.2	0.4	0.3	0.3	0.3	0.7	0.8	0.1	0.3	0.1	0.2	0.1	0	MEGF6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR551A
14.4	15.1	10.4	33.2	23.3	26.6	34	28.3	26.3	44.1	48.2	49.4	50.4	59.3	51.2	56.8	68.9	57.7	102.6	117	107.5	163.3	143.9	117.1	20.4	22.2	15.4	31.3	32.9	33.4	35.3	42.4	35.7	57.7	63.6	59.9	69	78.6	61.3	77.4	87.6	62.7	138.7	124.3	127.8	191	160.9	167.9	TPRG1L
3.5	7.2	4.5	15.5	20.1	15.1	17.9	23.5	14.3	26.5	16.8	23.6	26.1	17.4	25.6	23.5	19	22.9	11.2	5.8	5.6	3.9	1.3	0.9	4.5	4.4	6	17.2	15	19.8	24.8	21.3	25.5	18.4	17.7	19.4	18.1	17.1	21.3	16	17.2	27.3	3.3	5.9	6.7	2.4	2.2	1.5	WRAP73
0.2	0.2	0.4	0.2	0.2	0.2	0.1	0.2	0.1	0.8	0.3	1	1.2	0.7	0.9	1.4	0.7	1.4	1.2	0.8	1	0.8	0.1	0.2	0.4	0.7	0.4	0.6	1.1	0.2	0.2	0.3	0.3	0.5	0.5	0.5	0.6	0.7	0.3	0.7	0.8	0.4	0.3	0.7	1.1	0	0.1	0.1	TP73
50.6	56.2	65.1	26.5	23.4	24.2	39.7	34.6	26.2	98.1	66.4	121.2	114.9	87.1	153.8	107.9	106	156.7	45.3	29.7	47.4	44.8	8.9	8.6	36.3	19.7	49.5	17.1	20.7	17	34.5	46.4	25.7	64.9	71.9	48.5	72.8	66.1	50.5	58.8	64.3	67	17.5	42	6	6.6	11.1	2.2	TP73-AS1
0.1	0.1	0.1	0	0	0	0.2	0.2	0.2	0.6	0.2	0.3	0.5	0.5	0.4	0.4	0.5	0.4	0.3	0.5	0.6	0.3	0.3	0.2	0	0.2	0	0	0	0	0.2	0.1	0.1	0.2	0.4	0.4	0.3	0.3	0.3	0.2	0.2	0.3	0.4	0.4	0.1	0	0.1	0	CCDC27
0.4	1.5	1.3	2.1	1.7	2.8	11.6	14.2	2.2	33.8	27.2	31.7	50.3	33.9	44.9	75.9	52.2	71.7	112.4	53.2	100	118.5	38.1	36.7	2.6	6.2	3.6	6.2	6.7	7.4	16.8	14.2	20	20.4	16.5	26.2	25.8	22.4	36.7	32.6	33.6	45	30.9	43.1	47.8	7.3	10.7	12.6	SMIM1
14.6	29.5	22.4	59.8	70.1	60.2	89	95.2	69.5	110.9	90.5	109.4	88.9	83.1	102.5	55.6	59	69.9	33.3	33	38.3	26.2	12.5	10	27.8	32	23.5	42.4	62.4	52.1	89.4	97.7	102.3	82.1	82.5	80.3	68.4	64.5	73	46.1	49.8	61.7	16.2	26.6	12.4	6	6.6	3.1	LRRC47
18.2	25.8	14.7	30.3	29.1	26.3	46.2	47.4	35.9	39.6	40.7	44.5	36.4	43	43.6	28.8	34.8	34.3	22	20.6	19.7	9.8	6.6	5.5	11.5	6.4	11.6	15.2	22.3	21.8	39.6	47	45.3	42.1	44.3	41.4	35.6	36.9	37	29.2	30.7	35	12.9	31.2	15.4	3.3	6.9	4	CEP104
5.2	8.7	5.6	20.8	17.9	18.7	22.9	22.1	20.2	11.6	13	14.7	9.1	11.4	14.8	4.5	7.9	7.8	0.5	0.9	0.3	0.1	0.1	0.1	4.4	3.8	4.8	7.9	12.8	10.9	17.2	22.9	18.2	10.7	11	8.2	6.3	6.7	7.2	4.2	4.1	7.1	0.2	0.3	0.2	0	0.1	0	DFFB
12.1	15.8	14.8	42	39.6	47.6	50.3	48.7	56.4	61.2	55.6	60.8	51	47.5	58.2	35.1	37.6	44.8	13.7	12	13.2	4.1	1.8	1.6	16.3	16.3	12.6	28.5	38.7	25.5	46.3	56.4	44.6	50.6	50.2	45.3	44.2	43.1	41	36	35.8	39.9	2.9	8.1	8.3	3.5	3.4	3.6	C1orf174
0	0.3	0	0.2	0.2	0.1	0.5	0.4	0.1	0.3	0.2	0.5	0.2	0.5	0.2	0.1	0.1	0.3	0.2	0.4	0.3	0.3	0.3	0.2	0	0	0	0.1	0.2	0	0.5	0.4	0.2	0.2	0.3	0.1	0.2	0.2	0.3	0.2	0.1	0.2	0.3	0.4	0.4	0.2	0.1	0.1	LOC100133612
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC728716
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC284661
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AJAP1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4417
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4689
6.5	10.8	12.6	16.9	16.9	14	19.3	19.6	11.5	23.6	12.6	16.3	17.9	13.7	15	11.8	12.7	9.8	4.3	3.5	3.9	1.8	1.3	1.1	6.2	5.4	5.6	5.9	14.7	10	19.3	20.1	17.1	13.1	16.1	18	10.8	10.9	16.3	8.1	12.8	14.7	2.1	5	3.8	0.6	1.1	0.2	NPHP4
91.2	176.7	145.2	259.5	374.1	239.2	85.3	89.9	68.7	21.2	9.1	17.7	17.8	11.6	17.9	15.7	13.3	16	8.1	6.6	6.8	2.5	2.2	1.7	111.9	82.2	106.8	161.5	149.5	122.2	105.8	113.5	100.5	16	19.3	17	13.5	15.6	12.2	11.7	15.4	10.5	2.2	6.8	3.9	0.4	1.2	0.8	KCNAB2
0.6	0.9	0.5	1.3	2.1	4	0.5	1.1	1.6	0.2	0.2	0.1	0.2	0.3	0.4	0	0.2	0.3	0	0.2	0.1	0.2	0.1	0.2	0.4	0.4	0.8	2.5	4.1	4.5	1	0.6	0.3	0	0.1	0	0.1	0.1	0.1	0	0	0.2	0.2	0.3	0.1	0.2	0.2	0	CHD5
1747.3	1368.3	1853.7	949.7	839.1	827.7	769.2	683	748.7	561	789.3	752.2	451.1	630.3	616.7	345.9	506.2	524.9	107.4	110	85.6	25.2	19.7	16.3	2496.9	2254.7	2282.6	1882.1	1369.5	985	768	811.4	799.6	943.1	804.3	775.2	834.7	780.6	731.6	705.1	612.5	745.8	35.1	73.4	64.9	14.5	14.8	14.8	RPL22
0.4	0.6	0.5	0.7	0.6	0.6	1.4	1.6	0.7	1.2	1.3	3.5	0.7	0.9	1.8	0.4	0.5	0.8	0.1	0.1	0.1	0	0	0	0.1	0.2	0.6	1.1	2	1.1	1.5	1.6	0.9	0.7	0.9	0.5	0.7	0.5	0.6	0.5	0.3	0.8	0.1	0.2	0.1	0	0	0	RNF207
11.7	22.8	16.1	134.7	153.7	132.5	134.8	134.3	139.2	174.6	153.5	146.4	167	164.1	154.5	121.7	147.8	136.6	27.2	40.8	34.2	2.8	5.4	4.2	5.8	7.5	18.4	69.6	88.1	55.1	148.9	158.4	123.4	159.3	159.3	134.4	169.8	152.1	134.8	157.3	141.2	113.9	13.4	31.5	37.8	1.5	2.7	3.6	ICMT
0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HES3
0.3	0.2	0.3	1	2	1	1.3	1.2	0.2	1.3	1.1	1.2	0.8	0.5	0.7	0.2	0.2	0.2	0.1	0	0	0	0	0	0.7	0.6	0.8	1.5	1.5	2.8	0.6	0.7	0.2	0.1	0.3	0.4	0.1	0	0.4	0	0	0.3	0	0	0.1	0	0	0.1	GPR153
14.5	23.5	28.4	64.2	72	77.5	63.7	72.9	57.3	68.7	47.9	55.9	64.1	46.7	58.1	43.3	43.3	50.8	6.6	7.1	7.7	0.5	0.8	0.9	23.1	21.5	31.4	99.1	70.3	76.1	67.9	60.7	75.8	46	45.4	47.9	44.2	40.7	47.7	35.3	36.4	49.4	1.3	4	13	0.4	0.6	1.1	ACOT7
0	0	0	0	0	0	1.9	0.7	0.2	3.1	2.1	2.7	0.9	0.5	1.2	0.1	0.1	0.3	0	0	0	0.2	0.9	0.3	0	0.1	0	0.3	0.4	0.3	2.2	3.3	1.2	2	1.7	1.1	0.3	0.4	0.6	0.1	0.2	0.5	0	0.2	0.1	0	0.1	0.1	HES2
0	0.2	0.1	0.1	0	0.2	10.2	5.2	1.1	29.9	29	58.2	18.8	23.9	57	10.1	14	34.7	24	41.5	33.2	167.7	321	258.2	0.7	2.4	0.8	3.3	2.9	6.8	10.2	9.1	13.1	25.3	25.8	31.3	13.1	15.1	30.8	5.1	10.7	33.8	64.5	169.8	83.2	41.9	179.8	92.5	ESPN
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	MIR4252
3.2	7.3	6.9	2.7	1.1	1.7	5.8	5.9	2.7	1.2	1	1.7	0.3	0.3	1.1	0.1	0.3	0.4	0.3	0.6	1.2	4.6	8	6.7	1.4	2.1	6.3	3.8	6.7	6.9	2.6	2.5	4.9	0.4	0.4	0.4	0.1	0.1	0.3	0.1	0.1	0.4	1.3	3.6	1.2	2	6.1	1.7	TNFRSF25
0.6	1.7	1.4	0.1	0.2	0	0	0.1	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0.4	0.7	0.7	0.7	0.8	0.8	0.3	0.6	0.9	0.1	0	0.1	0	0.1	0	0.1	0	0	0	0	0.1	0	0.1	0.1	0.6	0.7	0.1	PLEKHG5
16.1	19.9	13.1	36.1	40.9	44.1	46.6	45.9	66.9	56.8	57.5	42.4	54.4	54.7	50.6	38.6	47.9	36.2	13	13.4	10.2	4.8	3.6	3.3	12.4	13.7	13.9	34.5	38.2	32.6	29.1	30.2	28.9	34.9	36.5	26.6	35.7	29.1	33.1	24.8	28.3	28.8	7	14.5	7.3	8	5.8	1.3	NOL9
0.7	0.2	0.2	0	0	0	0	0	0	0	0	1.3	0	0	1.2	0	0	0.1	0	0.1	0	2.7	2.1	1.3	0	0	0.1	0	0.1	0.1	0	0	0	0	0.1	0	0	0.1	0	0	0.1	0	0.2	0.2	0	7.1	5.6	1.1	TAS1R1
15.3	25	19.9	26.1	27.3	24.6	23.3	21	18.6	16.8	11.5	19	15.8	13.4	20	14	11.9	13.5	10.2	11.9	10.2	11.3	11.3	10.1	15.1	21.9	15.5	20.8	28.4	29.3	18.6	19.1	17.6	13.5	12.7	11.5	11	12.1	11.1	10.3	11.4	13.2	10.2	11.9	6.2	12.4	11.4	5.6	ZBTB48
33.6	32.5	22.7	33.8	41.4	42.1	47.5	50.4	42.1	98.5	59	128.4	84.5	63.6	107.7	63.5	50.9	67.3	75.1	87.1	86.9	694.3	538.4	462.6	16.5	10.5	22.3	14.5	25.7	27	54.8	50.3	41.7	75.2	85	64.7	63.2	64.1	54.9	45.4	54	45.3	234.1	115.6	109	1297.3	1169.3	619.8	KLHL21
48.2	31.9	55.2	30	29.1	31.6	34.1	34.3	29.9	37.2	31	41.9	37.3	30.9	37.1	40.8	35.5	38.6	47	52.6	55.8	25.6	23.1	18	15.4	13.1	45.4	44.1	46.3	26.5	44	49	30.4	37.5	42.4	25.3	40.7	44.8	25.9	42.5	46	24.9	16.1	25.6	22.7	39.5	36.1	18.5	PHF13
3.2	6	4.5	13.1	14.7	12.5	15.1	17.1	8.8	13.1	12.5	16.4	12.3	11.1	15.1	11.9	11.6	14.8	6.4	7.1	6.9	7.3	6.6	5.7	10.1	10.7	6.2	23.7	21.8	25.9	17.1	16.5	19	14.6	13.4	17	14	14	16.3	13.4	13.9	18.3	5.7	7.4	8.2	8.9	7.5	7	THAP3
18.6	24.2	18.2	71	64.3	74.5	104.2	93.4	115.1	142	126.1	134.9	104.5	108	105.5	55.4	64.1	53	12	13.2	11	2.8	2.8	2	9.3	9.7	10.1	17.1	36.3	25.8	79.1	88.8	81.8	114	117	105.2	76.4	77.3	76.4	46.7	56.1	56.9	7	17	11.6	1.7	2.2	1.2	DNAJC11
18.7	17.7	17.1	21.1	19.4	22.3	14.3	14.5	17	12.1	13.6	12.2	11.4	11.8	11.5	10.2	12.5	12.9	7.4	8.8	9.5	3.5	1.5	1.6	23.3	32	28	63	44.1	31.9	18.7	16.9	20.5	11.6	11.3	11.6	11.3	13.2	12.2	12.8	13.2	14.4	3.1	6.1	7.8	2.5	1.9	1.5	CAMTA1
52.3	45.4	34.8	43	37.7	41.6	47.4	44.3	45.4	51.9	74.6	59	49.3	65.1	57.1	40.6	56.1	55.8	41.9	46.3	35.9	19.5	11.3	9.2	50.3	34.1	36.2	23.7	32.8	29.8	42.1	58.1	48	63.7	62.2	60.5	60.6	61.3	57.7	54.6	57	53.6	24.7	39.2	37.5	13.7	13	19.1	VAMP3
5.7	6.3	6.6	15.9	14	17.7	15	12.9	16.6	6	5.6	11.2	4.9	3.3	8.6	2.7	3.1	6	0.8	1.3	1.1	0.8	0.7	0.5	1.9	2	6.8	9.9	12	9.4	13.4	14.1	11.7	3.7	5.4	7.6	2.6	4.9	7.9	1.6	3.7	6.6	0.2	0.5	0.8	0.4	0.4	0.5	PER3
0.1	0.5	0.1	1.6	0.9	0.1	0.4	0.3	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.2	0	0	0.8	1.5	0.1	0.1	0.2	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	UTS2
1.9	1.1	1.5	0.3	0.2	0.3	0.5	0.6	0.5	0.2	0.2	0.2	0.2	0.2	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0	0.4	0.1	0.4	0	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0	0	0.1	TNFRSF9
122.7	124	140.6	238.1	241.1	267.1	240.9	243.7	307.9	170.9	194.2	141.4	147.2	164.4	134.2	96.3	132.4	107	37.4	40.6	31.9	22.5	17.5	12.7	124.7	122.9	169.8	315.5	184.1	179.6	242.8	216.4	278.3	172.7	144	178.6	148	127.9	168.2	113.8	102.3	170.4	34.8	44.9	50.3	15.5	14.5	16.4	PARK7
10.7	3.8	3.1	0.5	0.2	0.2	0.2	0.2	0.3	0.1	0	0	0.1	0	0	0	0.1	0.1	1.2	2.3	1.3	3.7	2.1	1.8	0.9	1.1	3.4	1.7	1.9	7.5	0.4	0.2	0.1	0.1	0.1	0.1	0	0	0.2	0	0	0.1	0.3	0.2	0.3	0.6	0.4	0.2	ERRFI1
0.6	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.3	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	SLC45A1
224.9	241.5	200.1	59.7	69.4	62.3	73.5	97.4	60.3	57.8	35.8	38.8	41.3	36.2	34	33.4	36.6	27.9	22.3	18.6	12.5	9	5.9	4.6	124.3	129.9	122.7	51.4	60.1	38.6	92.8	76.7	50.7	28.2	33.9	34.1	21.2	22	28.8	16.3	20.5	21.5	12	23	18.7	2.2	4	3	RERE
2116.7	2187.9	2084.3	2641.6	2713.5	3040.4	1729.3	1863.7	2765.6	479.9	424.2	313.7	235.1	276.3	198	106	131.2	112.3	20.3	27.6	38.4	58	44.9	37.9	1408.6	1320.8	1899.2	989.3	1071.8	952.7	1274.2	1109.2	1211.9	98.7	81.9	207.1	51.7	42.8	162.8	27.6	25.4	123.2	17.7	10	20.1	24.5	19.6	19.4	ENO1
0.1	0.2	0.2	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.4	0.2	0.3	0.3	0	0.2	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ENO1-AS1
0	0	0	0.1	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CA6
0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLC2A7
15.9	28	16.5	22	39.6	9.2	0.1	0.2	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	51	26.3	27	7.4	2.8	3	0.2	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLC2A5
0.1	0.4	0.3	0.4	0.5	0.4	0.3	0.4	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0.1	0.2	0.2	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GPR157
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR34A
28.4	44.4	51.8	71	74.3	61.8	100	100.5	78.8	31.8	24.1	14.3	14.4	16.6	7.6	5.7	8.2	1.3	2.7	1	0.2	5.9	0.6	0.5	26.1	13.5	34.9	28.4	36.7	25.3	69	78.7	66	8.9	17.7	13.1	3.4	7.7	9.2	1.1	5.5	8.1	0.3	1	0.4	0.1	0.2	0	H6PD
6.5	3.6	4.7	0.9	0.4	0.7	0.5	0.7	0.5	0.1	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.2	0.1	0.5	0.7	2.4	0.6	1	0.9	1.2	1.1	0.6	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	SPSB1
34.2	29.3	25.9	25.7	21.7	24.1	25.4	23.4	29.4	15	18.2	18.7	13.1	13.2	16.7	6.8	8.9	11	2.3	1.9	2	3.6	0.9	0.8	14.9	18.1	33.4	11.7	16	11.3	20.7	21.6	25	12.4	10.8	14.1	9.5	6.8	10.5	5.8	5.2	8.3	1.8	2.8	2.1	5.3	3.9	1.6	SLC25A33
13.4	31.9	27.7	31.9	46.3	35	40.6	46.1	23	49.9	25.8	44.2	35.3	25.2	42.6	16.5	13.4	21	2.6	3.6	3.5	0.5	0.4	0.3	23.7	20.1	26.7	35.9	41.7	28.6	46.6	42.8	35.9	21.7	23.4	21.4	15.9	15.9	17.4	10.4	12	14.4	0.6	2.8	4.1	0.3	0.5	0.5	TMEM201
68.2	108.6	91.1	107.7	131	95.1	38.7	29.4	36.6	10.7	11.7	7.5	4.5	10.9	4.4	1.7	5.4	0.9	0.2	0	0	0.1	0.2	0.1	96.7	69	55.4	92	104.5	84.9	38.4	55.1	44.1	6.9	5.7	6.9	3.9	2.4	4.6	1.1	1.2	3.4	0	0.1	0	0	0.1	0	PIK3CD
0.4	0.3	0.5	0.8	1	0.5	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0.6	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C1orf200
83.1	127.5	98.2	187.8	204.7	164.7	61.5	63.1	64.2	29.6	20.3	20.4	24.8	19.7	17.2	17.4	16.6	13	4.1	3.8	3.6	0.3	0.5	0.3	164.3	102.2	85.8	125.9	107.3	79.1	68.5	66.8	65	27.9	31.1	29.1	27.7	25	25.6	21.4	23.8	25.2	0.3	1.1	1.4	0.1	0.2	0.2	CLSTN1
46.2	52	62.6	34.2	31.7	28.9	28.5	24.6	20.3	13.2	12.5	12.6	8.4	8.8	9.5	4.2	5.3	5.4	1.1	0.9	0.8	0.2	0.3	0.1	62.1	43.8	57.5	39	28.1	23.8	24.3	25	26.8	11.1	11.5	10.1	8.3	10.1	8.2	6.7	6.9	7.9	0.1	0.4	0.8	0.1	0.1	0.1	CTNNBIP1
8.4	10.4	9.5	34.3	34	39.7	35.2	33.4	41	24.7	18.5	20.5	22	17.3	19.3	16.8	14.3	18	12.5	9.4	12.8	2.5	1	0.7	10.9	7.8	9.4	10.8	17.3	20.3	27.3	32.9	33.6	27.7	24.1	27.9	26.8	26	26.3	24.9	23.2	23.4	7	14.2	14.9	3.5	2.7	2.8	LZIC
2.9	4.2	3.8	17.3	15.8	16.9	19.3	16.6	18.2	8.9	9.4	8.2	6.8	7.6	7	4.3	5.6	5.2	1.5	1.7	1.3	0.5	0.2	0.4	1.3	1.5	2.2	7	8.1	6.6	11.3	15.4	13.8	8.2	8	7	6.5	6.1	6.1	5.8	4.6	6.8	0.6	1.2	0.9	0.3	0.3	0.1	NMNAT1
1.1	0.8	1.4	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.8	0.6	0.1	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	RBP7
